code,short
510105,青羊
510106,金牛
510107,武侯
510108,成华
510112,龙泉驿
510113,青白江
510114,新都
510115,温江
510116,双流
510117,郫都
510118,新津
510121,金堂
510129,大邑
510131,蒲江
510181,都江堰
510182,彭州
510183,邛崃
510184,崇州
510185,简阳
510302,自流井
510303,贡井
510304,大安
510311,沿滩
510321,荣
510322,富顺
510402,东
510403,西
510411,仁和
510421,米易
510422,盐边
510502,江阳
510503,纳溪
510504,龙马潭
510521,泸
510522,合江
510524,叙永
510525,古蔺
510603,旌阳
510604,罗江
510623,中江
510681,广汉
510682,什邡
510683,绵竹
510703,涪城
510704,游仙
510705,安州
510722,三台
510723,盐亭
510725,梓潼
510726,北川
510727,平武
510781,江油
510802,利州
510811,昭化
510812,朝天
510821,旺苍
510822,青川
510823,剑阁
510824,苍溪
510903,船山
510904,安居
510921,蓬溪
510923,大英
510981,射洪
511002,市中
511011,东兴
511024,威远
511025,资中
511083,隆昌
511102,市中
511111,沙湾
511112,五通桥
511113,金口河
511123,犍为
511124,井研
511126,夹江
511129,沐川
511132,峨边
511133,马边
511181,峨眉山
511302,顺庆
511303,高坪
511304,嘉陵
511321,南部
511322,营山
511323,蓬安
511324,仪陇
511325,西充
511381,阆中
511402,东坡
511403,彭山
511421,仁寿
511423,洪雅
511424,丹棱
511425,青神
511502,翠屏
511503,南溪
511504,叙州
511523,江安
511524,长宁
511525,高
511526,珙
511527,筠连
511528,兴文
511529,屏山
511602,广安
511603,前锋
511621,岳池
511622,武胜
511623,邻水
511681,华蓥
511702,通川
511703,达川
511722,宣汉
511723,开江
511724,大竹
511725,渠
511781,万源
511802,雨城
511803,名山
511822,荥经
511823,汉源
511824,石棉
511825,天全
511826,芦山
511827,宝兴
511902,巴州
511903,恩阳
511921,通江
511922,南江
511923,平昌
512002,雁江
512021,安岳
512022,乐至
513201,马尔康
513221,汶川
513222,理
513223,茂
513224,松潘
513225,九寨沟
513226,金川
513227,小金
513228,黑水
513230,壤塘
513231,阿坝
513232,若尔盖
513233,红原
513301,康定
513322,泸定
513323,丹巴
513324,九龙
513325,雅江
513326,道孚
513327,炉霍
513328,甘孜
513329,新龙
513330,德格
513331,白玉
513332,石渠
513333,色达
513334,理塘
513335,巴塘
513336,乡城
513337,稻城
513338,得荣
513401,西昌
513402,会理
513422,木里
513423,盐源
513424,德昌
513426,会东
513427,宁南
513428,普格
513429,布拖
513430,金阳
513431,昭觉
513432,喜德
513433,冕宁
513434,越西
513435,甘洛
513436,美姑
513437,雷波
520102,南明
520103,云岩
520111,花溪
520112,乌当
520113,白云
520115,观山湖
520121,开阳
520122,息烽
520123,修文
520181,清镇
520201,钟山
520203,六枝
520204,水城
520281,盘州
520302,红花岗
520303,汇川
520304,播州
520322,桐梓
520323,绥阳
520324,正安
520325,道真
520326,务川
520327,凤冈
520328,湄潭
520329,余庆
520330,习水
520381,赤水
520382,仁怀
520402,西秀
520403,平坝
520422,普定
520423,镇宁
520424,关岭
520425,紫云
520502,七星关
520521,大方
520523,金沙
520524,织金
520525,纳雍
520526,威宁
520527,赫章
520581,黔西
520602,碧江
520603,万山
520621,江口
520622,玉屏
520623,石阡
520624,思南
520625,印江
520626,德江
520627,沿河
520628,松桃
522301,兴义
522302,兴仁
522323,普安
522324,晴隆
522325,贞丰
522326,望谟
522327,册亨
522328,安龙
522601,凯里
522622,黄平
522623,施秉
522624,三穗
522625,镇远
522626,岑巩
522627,天柱
522628,锦屏
522629,剑河
522630,台江
522631,黎平
522632,榕江
522633,从江
522634,雷山
522635,麻江
522636,丹寨
522701,都匀
522702,福泉
522722,荔波
522723,贵定
522725,瓮安
522726,独山
522727,平塘
522728,罗甸
522729,长顺
522730,龙里
522731,惠水
522732,三都
530102,五华
530103,盘龙
530111,官渡
530112,西山
530113,东川
530114,呈贡
530115,晋宁
530124,富民
530125,宜良
530126,石林
530127,嵩明
530128,禄劝
530129,寻甸
530181,安宁
530302,麒麟
530303,沾益
530304,马龙
530322,陆良
530323,师宗
530324,罗平
530325,富源
530326,会泽
530381,宣威
530402,红塔
530403,江川
530423,通海
530424,华宁
530425,易门
530426,峨山
530427,新平
530428,元江
530481,澄江
530502,隆阳
530521,施甸
530523,龙陵
530524,昌宁
530581,腾冲
530602,昭阳
530621,鲁甸
530622,巧家
530623,盐津
530624,大关
530625,永善
530626,绥江
530627,镇雄
530628,彝良
530629,威信
530681,水富
530702,古城
530721,玉龙
530722,永胜
530723,华坪
530724,宁蒗
530802,思茅
530821,宁洱
530822,墨江
530823,景东
530824,景谷
530825,镇沅
530826,江城
530827,孟连
530828,澜沧
530829,西盟
530902,临翔
530921,凤庆
530922,云
530923,永德
530924,镇康
530925,双江
530926,耿马
530927,沧源
532301,楚雄
532302,禄丰
532322,双柏
532323,牟定
532324,南华
532325,姚安
532326,大姚
532327,永仁
532328,元谋
532329,武定
532501,个旧
532502,开远
532503,蒙自
532504,弥勒
532523,屏边
532524,建水
532525,石屏
532527,泸西
532528,元阳
532529,红河
532530,金平
532531,绿春
532532,河口
532601,文山
532622,砚山
532623,西畴
532624,麻栗坡
532625,马关
532626,丘北
532627,广南
532628,富宁
532801,景洪
532822,勐海
532823,勐腊
532901,大理
532922,漾濞
532923,祥云
532924,宾川
532925,弥渡
532926,南涧
532927,巍山
532928,永平
532929,云龙
532930,洱源
532931,剑川
532932,鹤庆
533102,瑞丽
533103,芒
533122,梁河
533123,盈江
533124,陇川
533301,泸水
533323,福贡
533324,贡山
533325,兰坪
533401,香格里拉
533422,德钦
533423,维西
540102,城关
540103,堆龙德庆
540104,达孜
540121,林周
540122,当雄
540123,尼木
540124,曲水
540127,墨竹工卡
540202,桑珠孜
540221,南木林
540222,江孜
540223,定日
540224,萨迦
540225,拉孜
540226,昂仁
540227,谢通门
540228,白朗
540229,仁布
540230,康马
540231,定结
540232,仲巴
540233,亚东
540234,吉隆
540235,聂拉木
540236,萨嘎
540237,岗巴
540302,卡若
540321,江达
540322,贡觉
540323,类乌齐
540324,丁青
540325,察雅
540326,八宿
540327,左贡
540328,芒康
540329,洛隆
540330,边坝
540402,巴宜
540421,工布江达
540423,墨脱
540424,波密
540425,察隅
540426,朗
540481,米林
540502,乃东
540521,扎囊
540522,贡嘎
540523,桑日
540524,琼结
540525,曲松
540526,措美
540527,洛扎
540528,加查
540529,隆子
540531,浪卡子
540581,错那
540602,色尼
540621,嘉黎
540622,比如
540623,聂荣
540624,安多
540625,申扎
540626,索
540627,班戈
540628,巴青
540629,尼玛
540630,双湖
542521,普兰
542522,札达
542523,噶尔
542524,日土
542525,革吉
542526,改则
542527,措勤
610102,新城
610103,碑林
610104,莲湖
610111,灞桥
610112,未央
610113,雁塔
610114,阎良
610115,临潼
610116,长安
610117,高陵
610118,鄠邑
610122,蓝田
610124,周至
610202,王益
610203,印台
610204,耀州
610222,宜君
610302,渭滨
610303,金台
610304,陈仓
610305,凤翔
610323,岐山
610324,扶风
610326,眉
610327,陇
610328,千阳
610329,麟游
610330,凤
610331,太白
610402,秦都
610403,杨陵
610404,渭城
610422,三原
610423,泾阳
610424,乾
610425,礼泉
610426,永寿
610428,长武
610429,旬邑
610430,淳化
610431,武功
610481,兴平
610482,彬州
610502,临渭
610503,华州
610522,潼关
610523,大荔
610524,合阳
610525,澄城
610526,蒲城
610527,白水
610528,富平
610581,韩城
610582,华阴
610602,宝塔
610603,安塞
610621,延长
610622,延川
610625,志丹
610626,吴起
610627,甘泉
610628,富
610629,洛川
610630,宜川
610631,黄龙
610632,黄陵
610681,子长
610702,汉台
610703,南郑
610722,城固
610723,洋
610724,西乡
610725,勉
610726,宁强
610727,略阳
610728,镇巴
610729,留坝
610730,佛坪
610802,榆阳
610803,横山
610822,府谷
610824,靖边
610825,定边
610826,绥德
610827,米脂
610828,佳
610829,吴堡
610830,清涧
610831,子洲
610881,神木
610902,汉滨
610921,汉阴
610922,石泉
610923,宁陕
610924,紫阳
610925,岚皋
610926,平利
610927,镇坪
610929,白河
610981,旬阳
611002,商州
611021,洛南
611022,丹凤
611023,商南
611024,山阳
611025,镇安
611026,柞水
620102,城关
620103,七里河
620104,西固
620105,安宁
620111,红古
620121,永登
620122,皋兰
620123,榆中
620302,金川
620321,永昌
620402,白银
620403,平川
620421,靖远
620422,会宁
620423,景泰
620502,秦州
620503,麦积
620521,清水
620522,秦安
620523,甘谷
620524,武山
620525,张家川
620602,凉州
620621,民勤
620622,古浪
620623,天祝
620702,甘州
620721,肃南
620722,民乐
620723,临泽
620724,高台
620725,山丹
620802,崆峒
620821,泾川
620822,灵台
620823,崇信
620825,庄浪
620826,静宁
620881,华亭
620902,肃州
620921,金塔
620922,瓜州
620923,肃北
620924,阿克塞
620981,玉门
620982,敦煌
621002,西峰
621021,庆城
621022,环
621023,华池
621024,合水
621025,正宁
621026,宁
621027,镇原
621102,安定
621121,通渭
621122,陇西
621123,渭源
621124,临洮
621125,漳
621126,岷
621202,武都
621221,成
621222,文
621223,宕昌
621224,康
621225,西和
621226,礼
621227,徽
621228,两当
622901,临夏
622921,临夏
622922,康乐
622923,永靖
622924,广河
622925,和政
622926,东乡
622927,积石山
623001,合作
623021,临潭
623022,卓尼
623023,舟曲
623024,迭部
623025,玛曲
623026,碌曲
623027,夏河
630102,城东
630103,城中
630104,城西
630105,城北
630106,湟中
630121,大通
630123,湟源
630202,乐都
630203,平安
630222,民和
630223,互助
630224,化隆
630225,循化
632221,门源
632222,祁连
632223,海晏
632224,刚察
632301,同仁
632322,尖扎
632323,泽库
632324,河南
632521,共和
632522,同德
632523,贵德
632524,兴海
632525,贵南
632621,玛沁
632622,班玛
632623,甘德
632624,达日
632625,久治
632626,玛多
632701,玉树
632722,杂多
632723,称多
632724,治多
632725,囊谦
632726,曲麻莱
632801,格尔木
632802,德令哈
632803,茫崖
632821,乌兰
632822,都兰
632823,天峻
640104,兴庆
640105,西夏
640106,金凤
640121,永宁
640122,贺兰
640181,灵武
640202,大武口
640205,惠农
640221,平罗
640302,利通
640303,红寺堡
640323,盐池
640324,同心
640381,青铜峡
640402,原州
640422,西吉
640423,隆德
640424,泾源
640425,彭阳
640502,沙坡头
640521,中宁
640522,海原
650102,天山
650103,沙依巴克
650104,新市
650105,水磨沟
650106,头屯河
650107,达坂城
650109,米东
650121,乌鲁木齐
650202,独山子
650203,克拉玛依
650204,白碱滩
650205,乌尔禾
650402,高昌
650421,鄯善
650422,托克逊
650502,伊州
650521,巴里坤
650522,伊吾
652301,昌吉
652302,阜康
652323,呼图壁
652324,玛纳斯
652325,奇台
652327,吉木萨尔
652328,木垒
652701,博乐
652702,阿拉山口
652722,精河
652723,温泉
652801,库尔勒
652822,轮台
652823,尉犁
652824,若羌
652825,且末
652826,焉耆
652827,和静
652828,和硕
652829,博湖
652901,阿克苏
652902,库车
652922,温宿
652924,沙雅
652925,新和
652926,拜城
652927,乌什
652928,阿瓦提
652929,柯坪
653001,阿图什
653022,阿克陶
653023,阿合奇
653024,乌恰
653101,喀什
653121,疏附
653122,疏勒
653123,英吉沙
653124,泽普
653125,莎车
653126,叶城
653127,麦盖提
653128,岳普湖
653129,伽师
653130,巴楚
653131,塔什库尔干
653201,和田
653221,和田
653222,墨玉
653223,皮山
653224,洛浦
653225,策勒
653226,于田
653227,民丰
653228,和康
653229,和安
654002,伊宁
654003,奎屯
654004,霍尔果斯
654021,伊宁
654022,察布查尔
654023,霍城
654024,巩留
654025,新源
654026,昭苏
654027,特克斯
654028,尼勒克
654201,塔城
654202,乌苏
654203,沙湾
654221,额敏
654224,托里
654225,裕民
654226,和布克赛尔
654301,阿勒泰
654321,布尔津
654322,富蕴
654323,福海
654324,哈巴河
654325,青河
654326,吉木乃
659001,石河子
659002,阿拉尔
659003,图木舒克
659004,五家渠
659005,北屯
659006,铁门关
659007,双河
659008,可克达拉
659009,昆玉
659010,胡杨河
659011,新星
659012,白杨
